league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
GER-Bundesliga,2324,2024-03-09 Bayern Munich-Mainz 05,2024-03-09,15:30,Bayern Munich,8–1,Mainz 05,75000,Allianz Arena,Patrick Ittrich,/en/matches/13642200/Bayern-Munich-Mainz-05-March-9-2024-Bundesliga
GER-Bundesliga,2324,2024-03-09 Gladbach-Köln,2024-03-09,15:30,Gladbach,3–3,Köln,54042,Stadion im Borussia-Park,Felix Zwayer,/en/matches/d2df2d6e/Monchengladbach-Koln-March-9-2024-Bundesliga
GER-Bundesliga,2324,2024-03-09 RB Leipzig-Darmstadt 98,2024-03-09,15:30,RB Leipzig,2–0,Darmstadt 98,40000,Red Bull Arena,Robert Hartmann,/en/matches/c7a7fa1e/RB-Leipzig-Darmstadt-98-March-9-2024-Bundesliga
GER-Bundesliga,2324,2024-03-09 Werder Bremen-Dortmund,2024-03-09,18:30,Werder Bremen,1–2,Dortmund,42100,Wohninvest Weserstadion,Deniz Aytekin,/en/matches/93f65055/Werder-Bremen-Dortmund-March-9-2024-Bundesliga
GER-Bundesliga,2324,2024-03-10 Bochum-Freiburg,2024-03-10,15:30,Bochum,1–2,Freiburg,25594,Vonovia Ruhrstadion,Marco Fritz,/en/matches/a3e71105/Bochum-Freiburg-March-10-2024-Bundesliga
GER-Bundesliga,2324,2024-03-10 Eintracht Frankfurt-Hoffenheim,2024-03-10,17:30,Eintracht Frankfurt,3–1,Hoffenheim,57000,Deutsche Bank Park,Bastian Dankert,/en/matches/e64845a2/Eintracht-Frankfurt-Hoffenheim-March-10-2024-Bundesliga
GER-Bundesliga,2324,2024-03-10 Leverkusen-Wolfsburg,2024-03-10,19:30,Leverkusen,2–0,Wolfsburg,29314,BayArena,Daniel Siebert,/en/matches/e496288a/Leverkusen-Wolfsburg-March-10-2024-Bundesliga
GER-Bundesliga,2324,2024-03-15 Köln-RB Leipzig,2024-03-15,20:30,Köln,1–5,RB Leipzig,49000,RheinEnergieSTADION,Florian Badstübner,/en/matches/e1fbd27a/Koln-RB-Leipzig-March-15-2024-Bundesliga
GER-Bundesliga,2324,2024-03-16 Darmstadt 98-Bayern Munich,2024-03-16,15:30,Darmstadt 98,2–5,Bayern Munich,17810,Merck-Stadion am Böllenfalltor,Tobias Reichel,/en/matches/fbdd5729/Darmstadt-98-Bayern-Munich-March-16-2024-Bundesliga
GER-Bundesliga,2324,2024-03-16 Heidenheim-Gladbach,2024-03-16,15:30,Heidenheim,1–1,Gladbach,15000,Voith-Arena,Martin Petersen,/en/matches/960bc764/Heidenheim-Monchengladbach-March-16-2024-Bundesliga
GER-Bundesliga,2324,2024-03-16 Hoffenheim-Stuttgart,2024-03-16,18:30,Hoffenheim,0–3,Stuttgart,30150,PreZero Arena,Sascha Stegemann,/en/matches/4ec68df2/Hoffenheim-Stuttgart-March-16-2024-Bundesliga
GER-Bundesliga,2324,2024-03-16 Mainz 05-Bochum,2024-03-16,15:30,Mainz 05,2–0,Bochum,33000,Mewa Arena,Matthias Jöllenbeck,/en/matches/df59d301/Mainz-05-Bochum-March-16-2024-Bundesliga
GER-Bundesliga,2324,2024-03-16 Union Berlin-Werder Bremen,2024-03-16,15:30,Union Berlin,2–1,Werder Bremen,22012,Stadion An der Alten Försterei,Daniel Schlager,/en/matches/bdb8f06f/Union-Berlin-Werder-Bremen-March-16-2024-Bundesliga
GER-Bundesliga,2324,2024-03-16 Wolfsburg-Augsburg,2024-03-16,15:30,Wolfsburg,1–3,Augsburg,21735,Volkswagen Arena,Timo Gerach,/en/matches/20a7ebf0/Wolfsburg-Augsburg-March-16-2024-Bundesliga
GER-Bundesliga,2324,2024-03-17 Dortmund-Eintracht Frankfurt,2024-03-17,17:30,Dortmund,3–1,Eintracht Frankfurt,81365,Signal Iduna Park,Tobias Stieler,/en/matches/fc260c9c/Dortmund-Eintracht-Frankfurt-March-17-2024-Bundesliga
GER-Bundesliga,2324,2024-03-17 Freiburg-Leverkusen,2024-03-17,15:30,Freiburg,2–3,Leverkusen,34700,Europa-Park Stadion,Harm Osmers,/en/matches/5b15a938/Freiburg-Leverkusen-March-17-2024-Bundesliga
GER-Bundesliga,2324,2024-03-30 Bayern Munich-Dortmund,2024-03-30,18:30,Bayern Munich,0–2,Dortmund,75000,Allianz Arena,Harm Osmers,/en/matches/2214f825/Der-Klassiker-Bayern-Munich-Dortmund-March-30-2024-Bundesliga
GER-Bundesliga,2324,2024-03-30 Eintracht Frankfurt-Union Berlin,2024-03-30,15:30,Eintracht Frankfurt,0–0,Union Berlin,57100,Deutsche Bank Park,Marco Fritz,/en/matches/2c607fee/Eintracht-Frankfurt-Union-Berlin-March-30-2024-Bundesliga
GER-Bundesliga,2324,2024-03-30 Gladbach-Freiburg,2024-03-30,15:30,Gladbach,0–3,Freiburg,53259,Stadion im Borussia-Park,Christian Dingert,/en/matches/ec7eb5c4/Monchengladbach-Freiburg-March-30-2024-Bundesliga
GER-Bundesliga,2324,2024-03-30 Leverkusen-Hoffenheim,2024-03-30,15:30,Leverkusen,2–1,Hoffenheim,30210,BayArena,Deniz Aytekin,/en/matches/c6837308/Leverkusen-Hoffenheim-March-30-2024-Bundesliga
GER-Bundesliga,2324,2024-03-30 RB Leipzig-Mainz 05,2024-03-30,15:30,RB Leipzig,0–0,Mainz 05,44813,Red Bull Arena,Frank Willenborg,/en/matches/bd8a352b/RB-Leipzig-Mainz-05-March-30-2024-Bundesliga
GER-Bundesliga,2324,2024-03-30 Werder Bremen-Wolfsburg,2024-03-30,15:30,Werder Bremen,0–2,Wolfsburg,41500,Wohninvest Weserstadion,Sascha Stegemann,/en/matches/14145f04/Werder-Bremen-Wolfsburg-March-30-2024-Bundesliga
GER-Bundesliga,2324,2024-03-31 Augsburg-Köln,2024-03-31,15:30,Augsburg,1–1,Köln,37660,WWK Arena,Sören Storks,/en/matches/01fc81d2/Augsburg-Koln-March-31-2024-Bundesliga
GER-Bundesliga,2324,2024-03-31 Bochum-Darmstadt 98,2024-03-31,19:30,Bochum,2–2,Darmstadt 98,25023,Vonovia Ruhrstadion,Sven Jablonski,/en/matches/9a5b5b37/Bochum-Darmstadt-98-March-31-2024-Bundesliga
GER-Bundesliga,2324,2024-03-31 Stuttgart-Heidenheim,2024-03-31,17:30,Stuttgart,3–3,Heidenheim,60000,MHPArena,Felix Zwayer,/en/matches/c2bf703c/Stuttgart-Heidenheim-March-31-2024-Bundesliga
GER-Bundesliga,2324,2024-04-05 Eintracht Frankfurt-Werder Bremen,2024-04-05,20:30,Eintracht Frankfurt,1–1,Werder Bremen,58000,Deutsche Bank Park,Robert Hartmann,/en/matches/d488395d/Eintracht-Frankfurt-Werder-Bremen-April-5-2024-Bundesliga
GER-Bundesliga,2324,2024-04-06 Dortmund-Stuttgart,2024-04-06,18:30,Dortmund,0–1,Stuttgart,81365,Signal Iduna Park,Matthias Jöllenbeck,/en/matches/7f40218d/Dortmund-Stuttgart-April-6-2024-Bundesliga
GER-Bundesliga,2324,2024-04-06 Freiburg-RB Leipzig,2024-04-06,15:30,Freiburg,1–4,RB Leipzig,33200,Europa-Park Stadion,Daniel Siebert,/en/matches/007c65cc/Freiburg-RB-Leipzig-April-6-2024-Bundesliga
GER-Bundesliga,2324,2024-04-06 Heidenheim-Bayern Munich,2024-04-06,15:30,Heidenheim,3–2,Bayern Munich,15000,Voith-Arena,Robert Schröder,/en/matches/f162ca67/Heidenheim-Bayern-Munich-April-6-2024-Bundesliga
GER-Bundesliga,2324,2024-04-06 Köln-Bochum,2024-04-06,15:30,Köln,2–1,Bochum,50000,RheinEnergieSTADION,Tobias Welz,/en/matches/d8652581/Koln-Bochum-April-6-2024-Bundesliga
GER-Bundesliga,2324,2024-04-06 Mainz 05-Darmstadt 98,2024-04-06,15:30,Mainz 05,4–0,Darmstadt 98,33000,Mewa Arena,Daniel Schlager,/en/matches/d905f8cf/Mainz-05-Darmstadt-98-April-6-2024-Bundesliga
GER-Bundesliga,2324,2024-04-06 Union Berlin-Leverkusen,2024-04-06,15:30,Union Berlin,0–1,Leverkusen,22012,Stadion An der Alten Försterei,Benjamin Brand,/en/matches/8d50a0dc/Union-Berlin-Leverkusen-April-6-2024-Bundesliga
GER-Bundesliga,2324,2024-04-07 Hoffenheim-Augsburg,2024-04-07,15:30,Hoffenheim,3–1,Augsburg,28881,PreZero Arena,Florian Exner,/en/matches/55760d88/Hoffenheim-Augsburg-April-7-2024-Bundesliga
GER-Bundesliga,2324,2024-04-07 Wolfsburg-Gladbach,2024-04-07,17:30,Wolfsburg,1–3,Gladbach,26105,Volkswagen Arena,Bastian Dankert,/en/matches/48bbbaa4/Wolfsburg-Monchengladbach-April-7-2024-Bundesliga
GER-Bundesliga,2324,2024-04-12 Augsburg-Union Berlin,2024-04-12,20:30,Augsburg,2–0,Union Berlin,29731,WWK Arena,Tobias Stieler,/en/matches/77277650/Augsburg-Union-Berlin-April-12-2024-Bundesliga
GER-Bundesliga,2324,2024-04-13 Bayern Munich-Köln,2024-04-13,15:30,Bayern Munich,2–0,Köln,75000,Allianz Arena,Frank Willenborg,/en/matches/40ea8291/Bayern-Munich-Koln-April-13-2024-Bundesliga
GER-Bundesliga,2324,2024-04-13 Bochum-Heidenheim,2024-04-13,15:30,Bochum,1–1,Heidenheim,24414,Vonovia Ruhrstadion,Patrick Ittrich,/en/matches/402ab1ff/Bochum-Heidenheim-April-13-2024-Bundesliga
GER-Bundesliga,2324,2024-04-13 Gladbach-Dortmund,2024-04-13,15:30,Gladbach,1–2,Dortmund,54042,Stadion im Borussia-Park,Florian Badstübner,/en/matches/37ed39d6/Monchengladbach-Dortmund-April-13-2024-Bundesliga
GER-Bundesliga,2324,2024-04-13 Mainz 05-Hoffenheim,2024-04-13,15:30,Mainz 05,4–1,Hoffenheim,31000,Mewa Arena,Felix Zwayer,/en/matches/395983e2/Mainz-05-Hoffenheim-April-13-2024-Bundesliga
GER-Bundesliga,2324,2024-04-13 RB Leipzig-Wolfsburg,2024-04-13,15:30,RB Leipzig,3–0,Wolfsburg,45858,Red Bull Arena,Christian Dingert,/en/matches/dc48a914/RB-Leipzig-Wolfsburg-April-13-2024-Bundesliga
GER-Bundesliga,2324,2024-04-13 Stuttgart-Eintracht Frankfurt,2024-04-13,18:30,Stuttgart,3–0,Eintracht Frankfurt,60000,MHPArena,Deniz Aytekin,/en/matches/50a48ffc/Stuttgart-Eintracht-Frankfurt-April-13-2024-Bundesliga
GER-Bundesliga,2324,2024-04-14 Darmstadt 98-Freiburg,2024-04-14,15:30,Darmstadt 98,0–1,Freiburg,17810,Merck-Stadion am Böllenfalltor,Sascha Stegemann,/en/matches/4cb378dd/Darmstadt-98-Freiburg-April-14-2024-Bundesliga
GER-Bundesliga,2324,2024-04-14 Leverkusen-Werder Bremen,2024-04-14,17:30,Leverkusen,5–0,Werder Bremen,30210,BayArena,Harm Osmers,/en/matches/995e3537/Leverkusen-Werder-Bremen-April-14-2024-Bundesliga
GER-Bundesliga,2324,2024-04-19 Eintracht Frankfurt-Augsburg,2024-04-19,20:30,Eintracht Frankfurt,3–1,Augsburg,57600,Deutsche Bank Park,Martin Petersen,/en/matches/7e121aaa/Eintracht-Frankfurt-Augsburg-April-19-2024-Bundesliga
GER-Bundesliga,2324,2024-04-20 Heidenheim-RB Leipzig,2024-04-20,15:30,Heidenheim,1–2,RB Leipzig,15000,Voith-Arena,Tobias Welz,/en/matches/421566c1/Heidenheim-RB-Leipzig-April-20-2024-Bundesliga
GER-Bundesliga,2324,2024-04-20 Hoffenheim-Gladbach,2024-04-20,15:30,Hoffenheim,4–3,Gladbach,26078,PreZero Arena,Sören Storks,/en/matches/b0db8bc6/Hoffenheim-Monchengladbach-April-20-2024-Bundesliga
GER-Bundesliga,2324,2024-04-20 Köln-Darmstadt 98,2024-04-20,15:30,Köln,0–2,Darmstadt 98,50000,RheinEnergieSTADION,Matthias Jöllenbeck,/en/matches/c2a328c8/Koln-Darmstadt-98-April-20-2024-Bundesliga
GER-Bundesliga,2324,2024-04-20 Union Berlin-Bayern Munich,2024-04-20,18:30,Union Berlin,1–5,Bayern Munich,22012,Stadion An der Alten Försterei,Sven Jablonski,/en/matches/35d42e43/Union-Berlin-Bayern-Munich-April-20-2024-Bundesliga
GER-Bundesliga,2324,2024-04-20 Wolfsburg-Bochum,2024-04-20,15:30,Wolfsburg,1–0,Bochum,26327,Volkswagen Arena,Tobias Reichel,/en/matches/12980c2d/Wolfsburg-Bochum-April-20-2024-Bundesliga
GER-Bundesliga,2324,2024-04-21 Dortmund-Leverkusen,2024-04-21,17:30,Dortmund,1–1,Leverkusen,81365,Signal Iduna Park,Daniel Siebert,/en/matches/24b5202b/Dortmund-Leverkusen-April-21-2024-Bundesliga
GER-Bundesliga,2324,2024-04-21 Freiburg-Mainz 05,2024-04-21,19:30,Freiburg,1–1,Mainz 05,34300,Europa-Park Stadion,Marco Fritz,/en/matches/f477f432/Freiburg-Mainz-05-April-21-2024-Bundesliga
GER-Bundesliga,2324,2024-04-21 Werder Bremen-Stuttgart,2024-04-21,15:30,Werder Bremen,2–1,Stuttgart,42100,Wohninvest Weserstadion,Robert Schröder,/en/matches/c8030035/Werder-Bremen-Stuttgart-April-21-2024-Bundesliga
GER-Bundesliga,2324,2024-04-26 Bochum-Hoffenheim,2024-04-26,20:30,Bochum,3–2,Hoffenheim,24300,Vonovia Ruhrstadion,Tobias Stieler,/en/matches/f6908cfc/Bochum-Hoffenheim-April-26-2024-Bundesliga
GER-Bundesliga,2324,2024-04-27 Augsburg-Werder Bremen,2024-04-27,15:30,Augsburg,0–3,Werder Bremen,30660,WWK Arena,Tobias Welz,/en/matches/308f90b7/Augsburg-Werder-Bremen-April-27-2024-Bundesliga
GER-Bundesliga,2324,2024-04-27 Bayern Munich-Eintracht Frankfurt,2024-04-27,15:30,Bayern Munich,2–1,Eintracht Frankfurt,75000,Allianz Arena,Daniel Schlager,/en/matches/33de3608/Bayern-Munich-Eintracht-Frankfurt-April-27-2024-Bundesliga
GER-Bundesliga,2324,2024-04-27 Freiburg-Wolfsburg,2024-04-27,15:30,Freiburg,1–2,Wolfsburg,32800,Europa-Park Stadion,Frank Willenborg,/en/matches/73187673/Freiburg-Wolfsburg-April-27-2024-Bundesliga
GER-Bundesliga,2324,2024-04-27 Leverkusen-Stuttgart,2024-04-27,18:30,Leverkusen,2–2,Stuttgart,30210,BayArena,Felix Zwayer,/en/matches/275b46ad/Leverkusen-Stuttgart-April-27-2024-Bundesliga
GER-Bundesliga,2324,2024-04-27 RB Leipzig-Dortmund,2024-04-27,15:30,RB Leipzig,4–1,Dortmund,47069,Red Bull Arena,Deniz Aytekin,/en/matches/9813cba6/RB-Leipzig-Dortmund-April-27-2024-Bundesliga
GER-Bundesliga,2324,2024-04-28 Darmstadt 98-Heidenheim,2024-04-28,19:30,Darmstadt 98,0–1,Heidenheim,17416,Merck-Stadion am Böllenfalltor,Bastian Dankert,/en/matches/3534834b/Darmstadt-98-Heidenheim-April-28-2024-Bundesliga
GER-Bundesliga,2324,2024-04-28 Gladbach-Union Berlin,2024-04-28,15:30,Gladbach,0–0,Union Berlin,53723,Stadion im Borussia-Park,Sascha Stegemann,/en/matches/186f2bd2/Monchengladbach-Union-Berlin-April-28-2024-Bundesliga
GER-Bundesliga,2324,2024-04-28 Mainz 05-Köln,2024-04-28,17:30,Mainz 05,1–1,Köln,33305,Mewa Arena,Benjamin Brand,/en/matches/294cb583/Mainz-05-Koln-April-28-2024-Bundesliga
GER-Bundesliga,2324,2024-05-03 Hoffenheim-RB Leipzig,2024-05-03,20:30,Hoffenheim,1–1,RB Leipzig,25066,PreZero Arena,Harm Osmers,/en/matches/0c04e055/Hoffenheim-RB-Leipzig-May-3-2024-Bundesliga
GER-Bundesliga,2324,2024-05-04 Dortmund-Augsburg,2024-05-04,15:30,Dortmund,5–1,Augsburg,81365,Signal Iduna Park,Robert Schröder,/en/matches/973a53e2/Dortmund-Augsburg-May-4-2024-Bundesliga
GER-Bundesliga,2324,2024-05-04 Köln-Freiburg,2024-05-04,18:30,Köln,0–0,Freiburg,50000,RheinEnergieSTADION,Sören Storks,/en/matches/90f8e14b/Koln-Freiburg-May-4-2024-Bundesliga
GER-Bundesliga,2324,2024-05-04 Stuttgart-Bayern Munich,2024-05-04,15:30,Stuttgart,3–1,Bayern Munich,60000,MHPArena,Tobias Welz,/en/matches/38c2e1c6/Stuttgart-Bayern-Munich-May-4-2024-Bundesliga
GER-Bundesliga,2324,2024-05-04 Werder Bremen-Gladbach,2024-05-04,15:30,Werder Bremen,2–2,Gladbach,42100,Wohninvest Weserstadion,Timo Gerach,/en/matches/4e276e61/Werder-Bremen-Monchengladbach-May-4-2024-Bundesliga
GER-Bundesliga,2324,2024-05-04 Wolfsburg-Darmstadt 98,2024-05-04,15:30,Wolfsburg,3–0,Darmstadt 98,23108,Volkswagen Arena,Robert Hartmann,/en/matches/d460a027/Wolfsburg-Darmstadt-98-May-4-2024-Bundesliga
GER-Bundesliga,2324,2024-05-05 Eintracht Frankfurt-Leverkusen,2024-05-05,17:30,Eintracht Frankfurt,1–5,Leverkusen,58000,Deutsche Bank Park,Christian Dingert,/en/matches/20542574/Eintracht-Frankfurt-Leverkusen-May-5-2024-Bundesliga
GER-Bundesliga,2324,2024-05-05 Heidenheim-Mainz 05,2024-05-05,19:30,Heidenheim,1–1,Mainz 05,15000,Voith-Arena,Sven Jablonski,/en/matches/61a6652f/Heidenheim-Mainz-05-May-5-2024-Bundesliga
GER-Bundesliga,2324,2024-05-05 Union Berlin-Bochum,2024-05-05,15:30,Union Berlin,3–4,Bochum,22012,Stadion An der Alten Försterei,Marco Fritz,/en/matches/1956c53e/Union-Berlin-Bochum-May-5-2024-Bundesliga
GER-Bundesliga,2324,2024-05-10 Augsburg-Stuttgart,2024-05-10,20:30,Augsburg,0–1,Stuttgart,30660,WWK Arena,Patrick Ittrich,/en/matches/479d1417/Augsburg-Stuttgart-May-10-2024-Bundesliga
GER-Bundesliga,2324,2024-05-11 Freiburg-Heidenheim,2024-05-11,15:30,Freiburg,1–1,Heidenheim,34700,Europa-Park Stadion,Daniel Siebert,/en/matches/9fe2f393/Freiburg-Heidenheim-May-11-2024-Bundesliga
GER-Bundesliga,2324,2024-05-11 Gladbach-Eintracht Frankfurt,2024-05-11,15:30,Gladbach,1–1,Eintracht Frankfurt,54042,Stadion im Borussia-Park,Robert Schröder,/en/matches/f60ad969/Monchengladbach-Eintracht-Frankfurt-May-11-2024-Bundesliga
GER-Bundesliga,2324,2024-05-11 Köln-Union Berlin,2024-05-11,15:30,Köln,3–2,Union Berlin,50000,RheinEnergieSTADION,Deniz Aytekin,/en/matches/1d97656d/Koln-Union-Berlin-May-11-2024-Bundesliga
GER-Bundesliga,2324,2024-05-11 Mainz 05-Dortmund,2024-05-11,18:30,Mainz 05,3–0,Dortmund,33305,Mewa Arena,Tobias Stieler,/en/matches/23d95a33/Mainz-05-Dortmund-May-11-2024-Bundesliga
GER-Bundesliga,2324,2024-05-11 RB Leipzig-Werder Bremen,2024-05-11,15:30,RB Leipzig,1–1,Werder Bremen,47069,Red Bull Arena,Sascha Stegemann,/en/matches/fbb2b015/RB-Leipzig-Werder-Bremen-May-11-2024-Bundesliga
GER-Bundesliga,2324,2024-05-12 Bayern Munich-Wolfsburg,2024-05-12,17:30,Bayern Munich,2–0,Wolfsburg,75000,Allianz Arena,Bastian Dankert,/en/matches/22e38eb5/Bayern-Munich-Wolfsburg-May-12-2024-Bundesliga
GER-Bundesliga,2324,2024-05-12 Bochum-Leverkusen,2024-05-12,19:30,Bochum,0–5,Leverkusen,26000,Vonovia Ruhrstadion,Benjamin Brand,/en/matches/722f0a3e/Bochum-Leverkusen-May-12-2024-Bundesliga
GER-Bundesliga,2324,2024-05-12 Darmstadt 98-Hoffenheim,2024-05-12,15:30,Darmstadt 98,0–6,Hoffenheim,17810,Merck-Stadion am Böllenfalltor,Florian Badstübner,/en/matches/27a15c2e/Darmstadt-98-Hoffenheim-May-12-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Dortmund-Darmstadt 98,2024-05-18,15:30,Dortmund,4–0,Darmstadt 98,81365,Signal Iduna Park,Daniel Siebert,/en/matches/14f21084/Dortmund-Darmstadt-98-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Eintracht Frankfurt-RB Leipzig,2024-05-18,15:30,Eintracht Frankfurt,2–2,RB Leipzig,57500,Deutsche Bank Park,Felix Zwayer,/en/matches/f7159f33/Eintracht-Frankfurt-RB-Leipzig-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Heidenheim-Köln,2024-05-18,15:30,Heidenheim,4–1,Köln,15000,Voith-Arena,Tobias Welz,/en/matches/f0787a6c/Heidenheim-Koln-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Hoffenheim-Bayern Munich,2024-05-18,15:30,Hoffenheim,4–2,Bayern Munich,30150,PreZero Arena,Marco Fritz,/en/matches/250e8184/Hoffenheim-Bayern-Munich-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Leverkusen-Augsburg,2024-05-18,15:30,Leverkusen,2–1,Augsburg,30210,BayArena,Matthias Jöllenbeck,/en/matches/8b525565/Leverkusen-Augsburg-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Stuttgart-Gladbach,2024-05-18,15:30,Stuttgart,4–0,Gladbach,60000,MHPArena,Daniel Schlager,/en/matches/229aab5e/Stuttgart-Monchengladbach-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Union Berlin-Freiburg,2024-05-18,15:30,Union Berlin,2–1,Freiburg,22012,Stadion An der Alten Försterei,Christian Dingert,/en/matches/0a7a794b/Union-Berlin-Freiburg-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Werder Bremen-Bochum,2024-05-18,15:30,Werder Bremen,4–1,Bochum,42100,Wohninvest Weserstadion,Martin Petersen,/en/matches/0c2b0305/Werder-Bremen-Bochum-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-18 Wolfsburg-Mainz 05,2024-05-18,15:30,Wolfsburg,1–3,Mainz 05,26627,Volkswagen Arena,Frank Willenborg,/en/matches/31be20b7/Wolfsburg-Mainz-05-May-18-2024-Bundesliga
GER-Bundesliga,2324,2024-05-23 Bochum-Düsseldorf,2024-05-23,20:30,Bochum,0–3,Düsseldorf,26000,Vonovia Ruhrstadion,Robert Schröder,/en/matches/9156fa34/Bochum-Dusseldorf-May-23-2024-German-12-RelegationPromotion-play-offs
GER-Bundesliga,2324,2024-05-27 Düsseldorf-Bochum,2024-05-27,20:30,Düsseldorf,(5) 0–3 (6),Bochum,51500,Merkur Spielarena,Deniz Aytekin,/en/matches/723ffa45/Dusseldorf-Bochum-May-27-2024-German-12-RelegationPromotion-play-offs
